LONGITUDE,LATITUDE,TIME_UTC,PHOTO_ID,PHOTO_URL,THUMB_URL,YEAR_,MONTH_,DAY_
-91.48970167,29.95342867,14h27m25s,2008_0909_142725d.jpg,https://coastal.er.usgs.gov/hurricanes/oblique/images/2008/0909/2008_0909_142725d.jpg,https://coastal.er.usgs.gov/hurricanes/oblique/thumbnails/2008/0909/2008_0909_142725d.jpg,2008,9,9
